Time,Voltage(V),Current(A),Power(W),Leakage Current(mA),total_forward_energy(kWh),price(DZD)
2025-08-12 22:39:09,373.84,7.68,21.2,0,16.63,88.53719999999998
2025-08-12 22:39:19,391.76,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:39:29,378.96,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:39:40,381.52,7.68,21.2,0,16.63,88.53719999999998
2025-08-12 22:39:50,389.2,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:40:00,396.88,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:40:10,381.52,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:40:20,381.52,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:40:30,389.2,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:40:40,363.6,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:40:50,376.4,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:41:01,366.16,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:41:11,376.4,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:41:21,366.16,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:41:31,378.96,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:41:41,384.08,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:41:51,373.84,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:42:02,366.16,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:42:12,371.28,7.68,22.2,0,16.63,88.53719999999998
2025-08-12 22:42:22,373.84,7.68,22.2,0,16.64,88.53719999999998
2025-08-12 22:42:32,381.52,10.24,19.6,0,16.64,88.53719999999998
2025-08-12 22:42:42,389.2,10.24,20.6,0,16.64,88.53719999999998
2025-08-12 22:42:52,389.2,10.24,21.6,0,16.64,88.53719999999998
2025-08-12 22:43:03,404.56,10.24,20.6,0,16.64,88.53719999999998
2025-08-12 22:43:13,399.44,10.24,20.6,0,16.64,88.53719999999998
2025-08-12 22:43:23,363.6,10.24,22.6,0,16.64,88.53719999999998
2025-08-12 22:43:33,386.64,10.24,20.6,0,16.64,88.53719999999998
2025-08-12 22:43:43,386.64,10.24,20.6,0,16.64,88.53719999999998
2025-08-12 22:43:53,384.08,10.24,20.6,0,16.64,88.53719999999998
2025-08-12 22:44:04,373.84,10.24,20.6,0,16.64,88.53719999999998
2025-08-12 22:44:14,348.24,10.24,23.6,0,16.64,88.53719999999998
2025-08-12 22:44:24,384.08,10.24,20.6,0,16.64,88.53719999999998
2025-08-12 22:44:34,384.08,10.24,20.6,0,16.65,88.53719999999998
2025-08-12 22:44:44,378.96,10.24,21.6,0,16.65,88.53719999999998
2025-08-12 22:44:54,378.96,10.24,20.6,0,16.65,88.53719999999998
2025-08-12 22:45:05,381.52,10.24,19.6,0,16.65,88.53719999999998
2025-08-12 22:45:15,389.2,10.24,20.6,0,16.65,88.53719999999998
2025-08-12 22:45:25,376.4,10.24,20.6,0,16.65,88.53719999999998
2025-08-12 22:45:35,371.28,10.24,20.6,0,16.65,88.53719999999998
2025-08-12 22:45:45,358.48,10.24,21.6,0,16.65,88.53719999999998
2025-08-12 22:45:55,355.92,12.8,14.0,0,16.65,88.53719999999998
2025-08-12 22:46:05,355.92,12.8,21.0,0,16.65,88.53719999999998
2025-08-12 22:46:15,363.6,12.8,22.0,0,16.65,88.53719999999998
2025-08-12 22:46:26,361.04,20.48,15.2,0,16.65,88.53719999999998
2025-08-12 22:46:36,358.48,20.48,14.2,0,16.65,88.53719999999998
2025-08-12 22:46:46,376.4,20.48,16.2,0,16.66,88.53719999999998
2025-08-12 22:46:56,363.6,20.48,15.2,0,16.66,88.53719999999998
2025-08-12 22:47:06,353.36,20.48,15.2,0,16.66,88.53719999999998
2025-08-12 22:47:16,345.68,20.48,12.2,0,16.66,88.53719999999998
2025-08-12 22:47:27,350.8,20.48,14.2,0,16.66,88.53719999999998
2025-08-12 22:47:37,350.8,20.48,14.2,0,16.66,88.53719999999998
2025-08-12 22:47:47,348.24,20.48,13.2,0,16.66,88.53719999999998
2025-08-12 22:47:57,345.68,20.48,14.2,0,16.66,88.53719999999998
2025-08-12 22:48:07,343.12,20.48,14.2,0,16.66,88.53719999999998
2025-08-12 22:48:17,327.76,20.48,15.2,0,16.67,88.53719999999998
2025-08-12 22:48:27,338.0,20.48,14.2,0,16.67,88.53719999999998
2025-08-12 22:48:37,317.52,23.04,4.6,0,16.67,88.53719999999998
2025-08-12 22:48:48,348.24,20.48,12.2,0,16.67,88.53719999999998
2025-08-12 22:48:58,368.72,20.48,11.2,0,16.67,88.53719999999998
2025-08-12 22:49:08,363.6,20.48,12.2,0,16.67,88.53719999999998
2025-08-12 22:49:18,366.16,20.48,13.2,0,16.67,88.53719999999998
2025-08-12 22:49:28,376.4,20.48,12.2,0,16.67,88.53719999999998
2025-08-12 22:49:38,368.72,20.48,11.2,0,16.67,88.53719999999998
2025-08-12 22:49:48,376.4,20.48,10.2,0,16.67,88.53719999999998
2025-08-12 22:49:59,355.92,20.48,13.2,0,16.68,88.53719999999998
2025-08-12 22:50:09,391.76,20.48,7.2,0,16.68,88.53719999999998
2025-08-12 22:50:19,373.84,20.48,12.2,0,16.68,88.53719999999998
2025-08-12 22:50:29,394.32,20.48,10.2,0,16.68,88.53719999999998
2025-08-12 22:50:39,394.32,20.48,9.2,0,16.68,88.53719999999998
2025-08-12 22:50:49,389.2,20.48,10.2,0,16.68,88.53719999999998
2025-08-12 22:51:00,394.32,20.48,9.2,0,16.68,88.53719999999998
2025-08-12 22:51:10,389.2,20.48,6.2,0,16.68,88.53719999999998
2025-08-12 22:51:20,407.12,20.48,9.2,0,16.68,88.53719999999998
2025-08-12 22:51:30,409.68,20.48,10.2,0,16.69,88.53719999999998
2025-08-12 22:51:40,396.88,20.48,8.2,0,16.69,88.53719999999998
2025-08-12 22:51:50,396.88,20.48,8.2,0,16.69,88.53719999999998
2025-08-12 22:52:00,399.44,20.48,8.2,0,16.69,88.53719999999998
2025-08-12 22:52:11,373.84,51.2,5.0,0,16.69,88.53719999999998
2025-08-12 22:52:21,368.72,51.2,5.0,0,16.69,88.53719999999998
2025-08-12 22:52:31,389.2,51.2,6.0,0,16.7,88.53719999999998
2025-08-12 22:52:41,391.76,51.2,5.0,0,16.7,88.53719999999998
2025-08-12 22:52:51,355.92,51.2,4.0,0,16.7,88.53719999999998
2025-08-12 22:53:01,353.36,51.2,3.0,0,16.71,88.53719999999998
2025-08-12 22:53:12,361.04,51.2,2.0,0,16.71,88.53719999999998
2025-08-12 22:53:22,353.36,51.2,1.0,0,16.71,88.53719999999998
2025-08-12 22:53:32,338.0,51.2,1.0,0,16.72,88.53719999999998
2025-08-12 22:53:42,358.48,51.2,1.0,0,16.72,88.53719999999998
2025-08-12 22:53:52,353.36,51.2,2.0,0,16.72,88.53719999999998
2025-08-12 22:54:02,366.16,51.2,1.0,0,16.73,88.53719999999998
2025-08-12 22:54:12,366.16,51.2,1.0,0,16.73,88.53719999999998
2025-08-12 22:54:23,366.16,51.2,0.0,0,16.73,88.53719999999998
2025-08-12 22:54:33,373.84,51.2,0.0,0,16.73,88.53719999999998
2025-08-12 22:54:43,381.52,51.2,0.0,0,16.74,88.53719999999998
2025-08-12 22:54:53,384.08,51.2,0.0,0,16.74,88.53719999999998
2025-08-12 22:55:03,417.36,20.48,9.2,0,16.74,88.53719999999998
2025-08-12 22:55:14,412.24,20.48,8.2,0,16.74,88.53719999999998
2025-08-12 22:55:24,419.92,20.48,7.2,0,16.74,88.53719999999998
2025-08-12 22:55:34,407.12,20.48,6.2,0,16.75,88.53719999999998
2025-08-12 22:55:44,409.68,20.48,6.2,0,16.75,88.53719999999998
2025-08-12 22:55:54,399.44,20.48,1.2,0,16.75,88.53719999999998
2025-08-12 22:56:04,412.24,20.48,6.2,0,16.75,88.53719999999998
2025-08-12 22:56:15,432.72,20.48,6.2,0,16.75,88.53719999999998
2025-08-12 22:56:25,450.64,20.48,6.2,0,16.75,88.53719999999998
2025-08-12 22:56:35,458.32,20.48,4.2,0,16.75,88.53719999999998
2025-08-12 22:56:45,458.32,20.48,4.2,0,16.75,88.53719999999998
2025-08-12 22:56:55,440.4,20.48,5.2,0,16.75,88.53719999999998
2025-08-12 22:57:05,440.4,20.48,5.2,0,16.75,88.53719999999998
2025-08-12 22:57:16,440.4,20.48,5.2,0,16.76,88.53719999999998
2025-08-12 22:57:26,453.2,20.48,6.2,0,16.76,88.53719999999998
2025-08-12 22:57:36,445.52,20.48,6.2,0,16.76,88.53719999999998
2025-08-12 22:57:46,460.88,20.48,6.2,0,16.76,88.53719999999998
2025-08-12 22:57:56,442.96,20.48,5.2,0,16.76,88.53719999999998
2025-08-12 22:58:06,430.16,20.48,2.2,0,16.76,88.53719999999998
2025-08-12 22:58:17,414.8,20.48,5.2,0,16.76,88.53719999999998
2025-08-12 22:58:27,425.04,20.48,5.2,0,16.76,88.53719999999998
2025-08-12 22:58:37,425.04,20.48,6.2,0,16.77,88.53719999999998
2025-08-12 22:58:47,430.16,20.48,5.2,0,16.77,88.53719999999998
2025-08-12 22:58:57,440.4,20.48,5.2,0,16.77,88.53719999999998
2025-08-12 22:59:08,442.96,20.48,5.2,0,16.77,88.53719999999998
2025-08-12 22:59:18,437.84,20.48,6.2,0,16.77,88.53719999999998
2025-08-12 22:59:28,435.28,20.48,6.2,0,16.77,88.53719999999998
2025-08-12 22:59:38,427.6,20.48,4.2,0,16.77,88.53719999999998
2025-08-12 22:59:48,412.24,20.48,5.2,0,16.77,88.53719999999998
2025-08-12 22:59:59,440.4,17.92,24.8,0,16.77,88.53719999999998
2025-08-12 23:00:09,432.72,20.48,1.2,0,16.77,88.53719999999998
2025-08-12 23:00:19,430.16,20.48,10.2,0,16.78,88.53719999999998
2025-08-12 23:00:29,417.36,20.48,6.2,0,16.78,88.53719999999998
2025-08-12 23:00:40,414.8,17.92,24.8,0,16.78,88.53719999999998
2025-08-12 23:00:50,422.48,17.92,24.8,0,16.78,88.53719999999998
2025-08-12 23:01:00,386.64,20.48,1.2,0,16.78,88.53719999999998
2025-08-12 23:01:10,378.96,20.48,5.2,0,16.78,88.53719999999998
2025-08-12 23:01:20,389.2,20.48,4.2,0,16.78,88.53719999999998
2025-08-12 23:01:31,404.56,20.48,5.2,0,16.78,88.53719999999998
2025-08-12 23:01:41,396.88,20.48,6.2,0,16.78,88.53719999999998
2025-08-12 23:01:51,414.8,20.48,5.2,0,16.78,88.53719999999998
2025-08-12 23:02:01,417.36,20.48,5.2,0,16.79,88.53719999999998
2025-08-12 23:02:12,396.88,20.48,6.2,0,16.79,88.53719999999998
2025-08-12 23:02:22,394.32,17.92,24.8,0,16.79,88.53719999999998
2025-08-12 23:02:32,432.72,17.92,24.8,0,16.79,88.53719999999998
2025-08-12 23:02:42,445.52,17.92,24.8,0,16.79,88.53719999999998
2025-08-12 23:02:52,440.4,17.92,23.8,0,16.79,88.53719999999998
2025-08-12 23:03:03,448.08,17.92,24.8,0,16.79,88.53719999999998
2025-08-12 23:03:13,440.4,20.48,4.2,0,16.79,88.53719999999998
2025-08-12 23:03:23,442.96,20.48,4.2,0,16.79,88.53719999999998
2025-08-12 23:03:33,448.08,20.48,1.2,0,16.8,88.53719999999998
2025-08-12 23:03:44,437.84,20.48,12.2,0,16.8,88.53719999999998
2025-08-12 23:03:54,435.28,20.48,12.2,0,16.8,88.53719999999998
